bin,n_a,mean_mm_a,std_mm_a,median_q_a,sqrt_n_bound_a,n_b,mean_mm_b,std_mm_b,median_q_b,sqrt_n_bound_b,delta_mean_mm,delta_median_q
151.0,693,5862.737012987013,11.762400179060954,13.0,0.44681663498491164,711,5863.270393811533,12.17650874416832,13.0,0.4566547554527904,-0.5333808245195542,0.0
152.0,721,5905.176144244106,12.965713583278346,13.0,0.4828684068857572,710,5905.939788732394,12.644955759559949,13.0,0.4745567333679173,-0.7636444882882643,0.0
153.0,699,5949.938125894135,13.259573037685575,13.0,0.5015231123772104,699,5950.546494992847,13.268644713750264,13.0,0.5018662346784722,-0.608369098712501,0.0
154.0,687,5996.588064046579,13.651578424377801,12.0,0.5208402033576892,701,5997.336305278174,13.981717834917346,12.0,0.5280821943751205,-0.748241231594875,0.0
155.0,717,6046.242677824268,15.146625039321876,12.0,0.5656610776660784,692,6046.676300578035,14.626475278021722,12.0,0.5560151615839659,-0.43362275376694015,0.0
156.0,692,6099.229768786127,15.525390797834364,12.0,0.5901868022901854,719,6099.560848400556,16.097496318351055,12.0,0.6003353116357866,-0.3310796144287451,0.0
157.0,721,6154.755894590846,16.752768736672405,12.0,0.6239057109232506,707,6155.717821782178,16.47520802249935,12.0,0.6196139686400258,-0.9619271913325065,0.0
158.0,699,6213.116237482117,17.058186415583247,12.0,0.6451998656622828,702,6214.013888888889,17.254371650697262,12.0,0.651224291956003,-0.8976514067717289,0.0
159.0,707,6274.075671852899,18.27885206457679,12.0,0.6874469842474368,702,6274.366452991453,18.215691080040465,12.0,0.6875069557000796,-0.29078113855393894,0.0
160.0,715,6337.7339160839165,17.843848441965612,12.0,0.6673220956393139,703,6337.74253200569,17.73807425272531,12.0,0.6690041411069163,-0.00861592177352577,0.0
161.0,686,6368.943148688047,3.089104421945445,15.0,0.1179425548866145,721,6369.586685159501,3.012233662161782,15.0,0.11218144379585628,-0.6435364714543539,0.0
162.0,718,6352.081824512535,7.0129020677092875,15.0,0.2617191806921579,693,6352.939754689754,6.706323827179533,15.0,0.25475217642346165,-0.8579301772197141,0.0
163.0,697,6329.869799139168,6.198841981662406,16.0,0.23479788284206624,709,6330.8970380818055,6.288004091278698,16.0,0.2361509505409176,-1.0272389426372683,0.0
